21602.715449111703, 103, 1.0
21603.53043405453, 35, -1.0
21604.899887807336, 44, -1.0
21608.143419187414, 103, 1.0
21609.87840778001, 148, -1.0
21612.888620711223, 35, -1.0
21614.191910535206, 152, -1.0
21617.90467617299, 103, 1.0
21623.625440166925, 35, -1.0
21630.756616567563, 75, -1.0
21633.320874080673, 101, 1.0
21633.5202046704, 35, -1.0
21639.30081294843, 35, -1.0
21646.89516475888, 154, 1.0
21656.486489464893, 154, 1.0
21661.67756969209, 101, 1.0
21662.657554356603, 44, -1.0
21663.4869120317, 148, -1.0
21663.86790481203, 101, 1.0
21666.48821199019, 75, -1.0
21668.364390840343, 75, 1.0
21668.636189106805, 35, -1.0
21671.7800475157, 101, 1.0
21673.432086636796, 148, -1.0
21674.047515459257, 148, -1.0
21684.703771143915, 75, 1.0
21688.00968380007, 35, -1.0
21689.549837191014, 101, 1.0
21695.351407484406, 101, 1.0
21696.831869975114, 35, -1.0
21701.655635165505, 101, 1.0
21701.829567020483, 101, 1.0
21706.35435968304, 75, 1.0
21710.74259397795, 44, -1.0
21719.100903084687, 44, -1.0
21721.170071402852, 148, -1.0
21728.48221835871, 75, 1.0
21728.88955362802, 101, 1.0
21728.920607554042, 101, 1.0
21730.936024065486, 44, -1.0
21733.171669747167, 44, -1.0
21734.342274901614, 101, 1.0
21735.338461828676, 75, 1.0
21754.722814934725, 101, 1.0
21755.82621914875, 75, 1.0
21764.125647150908, 75, 1.0
21766.396476181515, 101, -1.0
21776.281992461027, 152, -1.0
21784.04005212212, 101, 1.0
21792.725537473118, 44, -1.0
21793.544915483682, 75, -1.0
21797.208662948622, 75, 1.0
21810.32513998001, 35, -1.0
21810.713986817726, 148, -1.0
21811.355390355253, 101, -1.0
21816.61431100727, 101, 1.0
21820.86229520552, 101, 1.0
21824.777612823247, 35, -1.0
21825.362473719666, 101, 1.0
21827.024281354385, 101, 1.0
21832.45509454464, 44, -1.0
21840.97478970652, 154, 1.0
21844.408363413346, 75, 1.0
21846.080454680105, 35, -1.0
21851.05289832537, 75, 1.0
21851.22624767572, 101, 1.0
21852.465996512758, 101, 1.0
21864.401264208787, 44, -1.0
21872.88876994965, 44, -1.0
21875.31601130419, 35, 1.0
21888.647108213958, 101, -1.0
21897.15375548147, 101, -1.0
21900.962959183333, 154, 1.0
21901.598107745416, 101, 1.0
21909.229562367178, 152, -1.0
21910.09121749544, 103, 1.0
21911.55693811804, 75, 1.0
21928.97100901739, 44, 1.0
21930.807569396693, 35, 1.0
21931.59568130766, 148, -1.0
21933.79564057327, 75, 1.0
21934.636328740686, 75, 1.0
21946.266232856186, 75, -1.0
21958.671392773205, 75, -1.0
21962.33481487915, 101, 1.0
21966.774595995288, 75, 1.0
21969.153941525576, 35, -1.0
21976.935263037576, 44, -1.0
21978.247367993165, 44, -1.0
21978.409124624843, 103, 1.0
21985.74956099449, 75, 1.0
21986.0078123285, 101, 1.0
21988.47880144733, 148, -1.0
21993.331083915513, 148, -1.0
21996.077722276157, 44, -1.0
21996.45714991705, 75, 1.0
21999.89893963717, 44, -1.0
22003.542266715922, 154, 1.0
22006.602305895736, 101, 1.0
22006.985363392065, 154, 1.0
22007.81655664233, 154, 1.0
22008.813338220094, 154, -1.0
22020.546111838798, 101, -1.0
22020.658944820138, 101, 1.0
22031.995767586573, 75, 1.0
22037.32719721323, 101, 1.0
22038.9052903369, 44, -1.0
22041.342989268847, 152, 1.0
22053.879666253928, 103, 1.0
22059.172286180125, 154, 1.0
22068.301290426807, 101, -1.0
22073.502723610633, 35, -1.0
22080.028624009385, 101, 1.0
22081.00293953289, 75, -1.0
22088.56390006141, 75, 1.0
22094.97410608054, 75, 1.0
22099.780286204, 154, 1.0
22109.639499049856, 44, -1.0
22115.83586362452, 152, -1.0
22120.184335790476, 35, -1.0
22124.813574363503, 152, 1.0
22126.408109597356, 44, -1.0
22130.714790828617, 75, -1.0
22132.408995313363, 101, 1.0
22133.04722963445, 75, 1.0
22145.470759949378, 44, 1.0
22145.886448448546, 35, -1.0
22147.546731816466, 148, -1.0
22149.182813081985, 148, -1.0
22164.70261153753, 44, -1.0
22165.319348800662, 75, 1.0
22166.508104762255, 35, -1.0
22166.54187058091, 75, 1.0
22167.410457876722, 154, -1.0
22180.41052015009, 35, -1.0
22186.773213985485, 101, 1.0
22190.506490450753, 35, -1.0
22198.894007793122, 44, -1.0
22198.98217830046, 35, -1.0
22201.60174975297, 148, -1.0
22201.761667806808, 154, 1.0
22212.292146947955, 35, -1.0
22215.472658702784, 148, -1.0
22218.415139331388, 101, 1.0
22223.252738428357, 101, 1.0
22237.244333317198, 101, -1.0
22240.495061029415, 75, 1.0
22240.95579948283, 75, -1.0
22251.193791254223, 154, 1.0
22253.351786011997, 44, 1.0
22256.74052992577, 35, -1.0
22263.388386386712, 35, -1.0
22279.51451906162, 101, -1.0
22281.071135299208, 75, -1.0
22282.959486666445, 75, 1.0
22291.12692830495, 101, 1.0
22292.7816842146, 101, 1.0
22294.156461997325, 154, 1.0
22294.809001071015, 101, 1.0
22295.447601897635, 101, 1.0
22297.03262802122, 75, -1.0
22302.84803233658, 101, 1.0
22307.75173087136, 35, -1.0
22310.744706575446, 44, -1.0
22312.61651491965, 35, -1.0
22314.38543120407, 101, 1.0
22329.777276586778, 101, 1.0
22331.192997052352, 75, -1.0
22337.250153309633, 35, -1.0
22337.345235660043, 35, 1.0
22340.640871167965, 44, -1.0
22345.646442050635, 75, -1.0
22350.573444190595, 148, -1.0
22353.642967705717, 75, 1.0
22356.29026815791, 101, -1.0
22357.16446597488, 75, -1.0
22361.53960096763, 148, -1.0
22363.192882602496, 101, 1.0
22363.93122268595, 103, 1.0
22364.45342426553, 103, 1.0
22364.904859834784, 44, -1.0
22369.2870141101, 103, 1.0
22371.382675252782, 44, -1.0
22381.36772210912, 101, 1.0
22388.119227965675, 101, 1.0
22392.120278103615, 75, 1.0
22392.98458717152, 35, 1.0
22395.350310535625, 44, -1.0
22405.580135317632, 101, -1.0
22412.183860281537, 148, -1.0
22417.59653434169, 101, 1.0
22419.189063174046, 103, 1.0
22422.937008400902, 152, -1.0
22437.483835509534, 75, 1.0
22439.32158935338, 154, 1.0
22445.760104725472, 154, 1.0
22449.435228753857, 148, -1.0
22449.96024476031, 75, -1.0
22461.3661409952, 44, -1.0
22464.899534856675, 154, 1.0
22465.25792258844, 152, -1.0
22466.831810756124, 152, -1.0
22468.59666401594, 154, 1.0
22473.39471849303, 75, 1.0
22474.239147702512, 35, -1.0
22475.60082351983, 35, -1.0
22479.65530979198, 101, 1.0
22486.939571248833, 154, 1.0
22487.65455220836, 35, -1.0
22489.958571239153, 75, -1.0
22491.19739198521, 101, 1.0
22492.306982530703, 148, -1.0
22497.60967505415, 148, -1.0
22499.08475752002, 75, 1.0
22505.792602749818, 75, 1.0
22506.700600007218, 101, 1.0
22515.23550780343, 101, -1.0
22520.02919990532, 75, -1.0
22527.305114019277, 101, 1.0
22530.18972330405, 75, 1.0
22532.079139962072, 75, -1.0
22538.27869484025, 44, -1.0
22540.320993789086, 75, 1.0
22540.78077692245, 35, -1.0
22548.32741170802, 154, -1.0
22549.100504888946, 152, -1.0
22551.18278838849, 152, -1.0
22555.95957909681, 44, -1.0
22569.95756025651, 152, -1.0
22585.35041135471, 75, -1.0
22586.819327667556, 148, -1.0
22605.1753030217, 154, 1.0
22609.53957414712, 75, 1.0
22609.934131925922, 148, -1.0
22616.56995783217, 101, 1.0
22618.990664394718, 44, -1.0
22620.919247863294, 152, 1.0
22625.587743814496, 152, -1.0
22628.110208644728, 101, 1.0
22631.61904646062, 44, -1.0
22641.05135908076, 75, -1.0
22643.73864248723, 75, 1.0
22648.042735137962, 154, 1.0
22653.307837717977, 75, 1.0
22655.213390757617, 75, 1.0
22662.88132351402, 154, 1.0
22664.926163460008, 148, -1.0
22668.123704102432, 101, 1.0
22672.069871984113, 148, -1.0
22676.41664407195, 44, -1.0
22677.965805479125, 35, 1.0
22681.22162397733, 103, 1.0
22681.659925355147, 44, -1.0
22687.969316582003, 75, 1.0
22690.5513365701, 35, -1.0
22691.220594037517, 75, -1.0
22701.322951570462, 35, -1.0
22702.564616505475, 101, 1.0
22709.030982476106, 75, -1.0
22710.46933661229, 75, 1.0
22712.122327497516, 35, -1.0
22730.34980184894, 44, 1.0
22735.18101335488, 148, -1.0
22741.280968591487, 75, 1.0
22747.529439722668, 35, -1.0
22755.656644958042, 103, 1.0
22759.395064867073, 44, -1.0
22765.8993775616, 75, 1.0
22769.0200481272, 148, -1.0
22771.15414295561, 154, 1.0
22777.19784747155, 103, 1.0
22778.882400541315, 44, -1.0
22784.001906063808, 101, 1.0
22784.86799312887, 101, 1.0
22796.727807385632, 154, -1.0
22800.286256091633, 44, -1.0
