28845.24177108647, 26, -1.0
28913.5166053581, 27, -1.0
28949.976496556137, 26, -1.0
28954.712449649902, 26, -1.0
28992.948492426804, 27, -1.0
29144.929225469295, 27, -1.0
29146.893248142747, 27, -1.0
29150.319579994146, 26, -1.0
29234.325877195275, 26, 1.0
29249.68582240717, 26, -1.0
29314.156880051243, 27, -1.0
29360.371606248424, 26, -1.0
29424.04226454889, 27, -1.0
29432.450456781935, 27, -1.0
29509.437424730913, 26, -1.0
29613.73876722501, 26, -1.0
29639.11613443623, 26, -1.0
29737.482365336873, 27, 1.0
29748.625156577975, 27, 1.0
29755.28036271162, 26, -1.0
29894.377633816533, 27, 1.0
29963.058297508738, 27, -1.0
30024.90374827649, 26, -1.0
30026.82909945963, 26, -1.0
30057.450776510163, 27, -1.0
30095.229234809784, 27, 1.0
30114.943711556694, 27, -1.0
30240.98119891212, 26, -1.0
30291.569521972586, 27, -1.0
30377.8298028072, 26, -1.0
30389.624580989705, 26, -1.0
30419.254968912617, 26, -1.0
30424.976631154983, 27, -1.0
30433.461496977277, 27, -1.0
30487.347494528793, 27, -1.0
30497.243284725395, 26, -1.0
30540.32213699743, 27, -1.0
30692.794335053433, 27, -1.0
30768.178728477757, 26, -1.0
30773.76657304863, 27, -1.0
30820.515307257087, 26, -1.0
30868.22927099472, 26, -1.0
30931.07257244843, 26, 1.0
31049.865657746046, 26, -1.0
31076.728245270504, 26, -1.0
31131.438921900517, 26, -1.0
31188.47675693692, 27, -1.0
31210.30573962822, 26, -1.0
31314.21227489424, 26, 1.0
31400.71308843379, 26, -1.0
31404.924741202856, 26, -1.0
31474.19767967797, 26, -1.0
31501.125964501065, 26, 1.0
31513.14940952293, 26, -1.0
31549.76335546046, 26, 1.0
31567.866955925754, 26, -1.0
31573.79244662155, 26, -1.0
31646.32086882687, 26, 1.0
31648.65113315478, 26, -1.0
31694.318507254033, 26, -1.0
31719.191605780983, 27, -1.0
31766.335449128186, 27, -1.0
31942.033380077148, 27, 1.0
31962.59935447812, 27, -1.0
31967.552477074973, 27, -1.0
32030.190187280474, 27, 1.0
32055.199668970232, 26, 1.0
32177.99549079566, 27, -1.0
32191.709027064506, 26, -1.0
32207.650557779736, 27, -1.0
32269.312991929026, 27, -1.0
32367.288590871183, 26, -1.0
32382.41627071023, 26, -1.0
32413.040823897933, 26, 1.0
32457.74720079398, 27, 1.0
32480.608886391878, 26, -1.0
32485.212717763967, 26, -1.0
32495.6171027082, 27, -1.0
32497.316311491126, 27, -1.0
32526.81515638865, 27, -1.0
32562.689042379814, 26, -1.0
32600.756803638844, 26, -1.0
32693.357393927592, 26, -1.0
32702.310421307106, 27, -1.0
32745.722905893268, 26, 1.0
32791.00165041061, 27, 1.0
32867.961150426345, 26, -1.0
32889.02187963524, 27, 1.0
32981.572190067105, 27, -1.0
33009.10154840154, 27, 1.0
33050.037569971886, 26, -1.0
33102.109444169866, 26, 1.0
33107.95180193118, 26, -1.0
33198.85544554433, 27, -1.0
33430.68060172498, 27, -1.0
33683.35693439258, 27, -1.0
33691.65550687242, 26, -1.0
33708.001753474295, 26, -1.0
33763.82133655577, 27, -1.0
33795.476585399905, 27, 1.0
33905.89897697192, 27, 1.0
33945.78637998179, 27, -1.0
33951.76819077315, 27, -1.0
34058.66094230321, 27, 1.0
34091.86591981563, 26, -1.0
34093.85568892553, 27, 1.0
34119.50824575753, 27, 1.0
34154.995258343355, 26, 1.0
34172.47582728539, 26, -1.0
34305.22291731752, 26, -1.0
34336.88347372663, 26, -1.0
34360.493791620305, 26, -1.0
34409.09013625824, 26, -1.0
34453.944738432496, 26, -1.0
34492.15604470505, 27, -1.0
34552.489114718395, 26, 1.0
34637.35354987785, 27, -1.0
34703.67718754317, 26, 1.0
34794.03701347108, 26, 1.0
34839.917003472794, 27, 1.0
34846.06103705993, 26, -1.0
34886.172054239956, 27, 1.0
34914.843791162355, 26, -1.0
34926.62319399287, 26, 1.0
34972.50226748506, 27, 1.0
35004.168529630704, 27, -1.0
35049.76036945833, 27, -1.0
35130.48756990411, 26, 1.0
35141.92750774973, 26, -1.0
35190.86988411707, 27, 1.0
35287.52955126666, 27, -1.0
35307.849201764824, 26, -1.0
35317.61558360297, 26, -1.0
35319.84082408523, 26, 1.0
35359.31866888137, 27, 1.0
35413.241463190374, 26, 1.0
35452.7972463412, 27, 1.0
35560.446490020135, 26, -1.0
35561.98253960244, 27, -1.0
35611.10188332885, 26, 1.0
35636.247259930475, 26, -1.0
35850.768430874494, 26, -1.0
35939.236899744006, 27, -1.0
35975.764655870255, 26, -1.0
36095.77670024622, 26, 1.0
36236.780101138575, 26, -1.0
36252.281800459255, 27, -1.0
36301.35410166325, 27, -1.0
36308.54019179551, 27, 1.0
36392.23026738988, 26, -1.0
36584.19504105647, 27, 1.0
36618.644283541966, 27, -1.0
36627.368852696396, 26, 1.0
36653.33238743304, 27, -1.0
36656.42887652259, 26, -1.0
36688.94352093534, 26, -1.0
36714.47554613155, 26, 1.0
36739.333264622925, 27, 1.0
36804.36403706666, 27, -1.0
36813.2089264543, 26, -1.0
36818.73356698028, 27, 1.0
36830.96766835544, 26, 1.0
36849.50562298, 26, -1.0
36865.50441039428, 26, 1.0
36913.191856157864, 27, -1.0
36985.944245564926, 27, 1.0
37013.51675838649, 26, 1.0
37068.096009240784, 26, -1.0
37118.085206590506, 27, -1.0
37245.742354035865, 26, -1.0
37323.41470589001, 27, -1.0
37331.81177599053, 27, -1.0
37352.57933351227, 27, -1.0
37363.20271945829, 27, -1.0
37375.37788748557, 27, -1.0
37382.8397927477, 27, 1.0
37399.761197274594, 26, 1.0
37517.4762702477, 27, -1.0
37534.81131141838, 27, -1.0
37563.319360873145, 26, 1.0
37566.20239343548, 27, -1.0
37583.23778096981, 27, -1.0
37608.51592002251, 26, 1.0
37609.32489789846, 27, -1.0
37636.34067279502, 26, 1.0
37658.50611927987, 27, 1.0
37821.60823899347, 27, -1.0
37911.570973661714, 27, -1.0
37934.00134425305, 27, -1.0
37958.07196145003, 26, -1.0
38003.46863029666, 27, -1.0
38029.496172966465, 27, -1.0
38046.53018389737, 26, -1.0
38089.69312883399, 26, -1.0
38099.498354641655, 26, -1.0
38162.45824646719, 26, 1.0
38223.049171694336, 26, -1.0
38223.80795134282, 27, -1.0
38267.001191451694, 27, -1.0
38295.935648199425, 26, 1.0
38332.21684978412, 26, -1.0
38381.9391518356, 26, -1.0
38429.783142494976, 27, -1.0
38455.75414978508, 27, -1.0
38468.48195599426, 27, -1.0
38493.86453684682, 27, -1.0
38591.82144941945, 26, -1.0
38598.42567957381, 27, -1.0
38675.69212858781, 27, -1.0
38722.316212681275, 26, 1.0
38738.01054862038, 26, 1.0
38790.52688878133, 27, 1.0
38815.79424231121, 27, 1.0
38844.863490899304, 27, 1.0
38958.12065488578, 26, 1.0
38962.11383976857, 27, -1.0
39156.61623311462, 26, -1.0
39161.23060231014, 27, -1.0
39213.9749519581, 26, -1.0
39375.42812214449, 27, 1.0
39440.11655560912, 27, -1.0
39452.276657484465, 26, 1.0
39466.8807445043, 27, 1.0
39468.5728064757, 27, 1.0
39468.9392529956, 27, -1.0
39492.743983269225, 26, 1.0
39498.818841706416, 27, 1.0
